pincode,area,district,state,region_type,fdh_id,mst_id,olt_id,serviceable,max_speed_available_mbps
131028,Sonipat,Sonipat,Haryana,urban,FDH-00301,MST-00301,OLT-00301,True,1000
131029,Na,Sonipat,Haryana,rural,FDH-00302,MST-00302,OLT-00302,True,100
131039,Na,Sonipat,Haryana,rural,FDH-00303,MST-00303,OLT-00303,False,100
131040,Sisana,Sonipat,Haryana,rural,FDH-00304,MST-00304,OLT-00304,False,50
131101,Na,Sonipat,Haryana,suburban,FDH-00305,MST-00305,OLT-00305,True,100
131102,Na,Sonipat,Haryana,suburban,FDH-00306,MST-00306,OLT-00306,True,500
131103,Na,Sonipat,Haryana,suburban,FDH-00307,MST-00307,OLT-00307,False,100
131301,Na,Sonipat,Haryana,suburban,FDH-00308,MST-00308,OLT-00308,False,1000
131302,Na,Sonipat,Haryana,rural,FDH-00309,MST-00309,OLT-00309,True,100
131303,Ganewari,Sonipat,Haryana,rural,FDH-00310,MST-00310,OLT-00310,False,500
131304,Na,Sonipat,Haryana,rural,FDH-00311,MST-00311,OLT-00311,False,100
131305,Na,Sonipat,Haryana,suburban,FDH-00312,MST-00312,OLT-00312,True,200
131306,Na,Sonipat,Haryana,rural,FDH-00313,MST-00313,OLT-00313,False,1000
131310,Bichpari,Sonipat,Haryana,rural,FDH-00314,MST-00314,OLT-00314,False,100
131402,Na,Sonipat,Haryana,urban,FDH-00315,MST-00315,OLT-00315,True,1000
131403,Sonipat,Sonipat,Haryana,urban,FDH-00316,MST-00316,OLT-00316,True,1000
131408,Na,Sonipat,Haryana,suburban,FDH-00317,MST-00317,OLT-00317,False,50
131409,Na,Sonipat,Haryana,rural,FDH-00318,MST-00318,OLT-00318,False,500
132001,Karnal,Karnal,Haryana,suburban,FDH-00319,MST-00319,OLT-00319,False,200
132022,Kunjpura,Karnal,Haryana,rural,FDH-00320,MST-00320,OLT-00320,False,500
132023,S.S. Kunjpura,Karnal,Haryana,rural,FDH-00321,MST-00321,OLT-00321,False,500
132024,Nissing,Karnal,Haryana,rural,FDH-00322,MST-00322,OLT-00322,False,50
132036,Jundla,Karnal,Haryana,rural,FDH-00323,MST-00323,OLT-00323,True,100
132037,Karnal,Karnal,Haryana,urban,FDH-00324,MST-00324,OLT-00324,True,200
132039,Assandh,Karnal,Haryana,rural,FDH-00325,MST-00325,OLT-00325,False,100
132040,Assandh,Karnal,Haryana,rural,FDH-00326,MST-00326,OLT-00326,False,50
132041,Indri,Karnal,Haryana,rural,FDH-00327,MST-00327,OLT-00327,False,50
132046,Assandh,Karnal,Haryana,rural,FDH-00328,MST-00328,OLT-00328,False,500
132054,Indri,Karnal,Haryana,suburban,FDH-00329,MST-00329,OLT-00329,True,200
132101,Panipat,Panipat,Haryana,urban,FDH-00330,MST-00330,OLT-00330,True,500
132102,Panipat,Panipat,Haryana,urban,FDH-00331,MST-00331,OLT-00331,True,1000
132103,Panipat,Panipat,Haryana,urban,FDH-00332,MST-00332,OLT-00332,True,500
132104,Panipat,Panipat,Haryana,urban,FDH-00333,MST-00333,OLT-00333,True,500
132105,Panipat,Panipat,Haryana,suburban,FDH-00334,MST-00334,OLT-00334,True,1000
132106,Panipat,Panipat,Haryana,suburban,FDH-00335,MST-00335,OLT-00335,True,200
132107,Panipat,Panipat,Haryana,suburban,FDH-00336,MST-00336,OLT-00336,False,50
132108,Panipat,Panipat,Haryana,suburban,FDH-00337,MST-00337,OLT-00337,True,1000
132113,Panipat,Panipat,Haryana,urban,FDH-00338,MST-00338,OLT-00338,True,500
132114,Gharunda,Karnal,Haryana,rural,FDH-00339,MST-00339,OLT-00339,False,100
132115,Panipat,Panipat,Haryana,suburban,FDH-00340,MST-00340,OLT-00340,False,200
132116,Nilokheri,Karnal,Haryana,suburban,FDH-00341,MST-00341,OLT-00341,True,1000
132117,Nilokheri,Karnal,Haryana,suburban,FDH-00342,MST-00342,OLT-00342,True,200
132122,Panipat,Panipat,Haryana,urban,FDH-00343,MST-00343,OLT-00343,True,100
132140,Panipat,Panipat,Haryana,urban,FDH-00344,MST-00344,OLT-00344,True,200
132145,Panipat,Panipat,Haryana,urban,FDH-00345,MST-00345,OLT-00345,True,1000
132157,Nigdhu,Karnal,Haryana,rural,FDH-00346,MST-00346,OLT-00346,False,200
133001,Na,Ambala,Haryana,rural,FDH-00347,MST-00347,OLT-00347,False,100
133004,Ambala,Ambala,Haryana,suburban,FDH-00348,MST-00348,OLT-00348,False,100
133005,Na,Ambala,Haryana,rural,FDH-00349,MST-00349,OLT-00349,False,50
133006,Ambala,Ambala,Haryana,suburban,FDH-00350,MST-00350,OLT-00350,False,500
133021,Boh,Ambala,Haryana,urban,FDH-00351,MST-00351,OLT-00351,False,1000
133101,Ambala,Ambala,Haryana,urban,FDH-00352,MST-00352,OLT-00352,True,50
133102,Ambala,Ambala,Haryana,urban,FDH-00353,MST-00353,OLT-00353,True,1000
133103,Ambala,Yamunanagar,Haryana,suburban,FDH-00354,MST-00354,OLT-00354,True,500
133104,Ambala,Ambala,Haryana,suburban,FDH-00355,MST-00355,OLT-00355,True,100
133105,Kalawar,Yamuna Nagar,Haryana,rural,FDH-00356,MST-00356,OLT-00356,False,100
133201,Ambala,Ambala,Haryana,suburban,FDH-00357,MST-00357,OLT-00357,True,50
133202,Barara,Ambala,Haryana,suburban,FDH-00358,MST-00358,OLT-00358,False,100
133203,Barara,Ambala,Haryana,rural,FDH-00359,MST-00359,OLT-00359,True,500
133204,Ambala,Yamunanagar,Haryana,rural,FDH-00360,MST-00360,OLT-00360,False,50
133205,Barara,Ambala,Haryana,urban,FDH-00361,MST-00361,OLT-00361,True,500
133206,Ambala,Ambala,Haryana,suburban,FDH-00362,MST-00362,OLT-00362,False,1000
133207,Barara,Ambala,Haryana,rural,FDH-00363,MST-00363,OLT-00363,False,50
133301,Kalka,Panchkula,Haryana,rural,FDH-00364,MST-00364,OLT-00364,True,100
133302,Kalka,Panchkula,Haryana,rural,FDH-00365,MST-00365,OLT-00365,False,50
134003,Ambala,Ambala,Haryana,urban,FDH-00366,MST-00366,OLT-00366,True,1000
134005,Ambala City,Ambala,Haryana,suburban,FDH-00367,MST-00367,OLT-00367,True,200
134007,Na,Ambala,Haryana,rural,FDH-00368,MST-00368,OLT-00368,False,100
134011,Panjokhra Sahib,Ambala,Haryana,rural,FDH-00369,MST-00369,OLT-00369,True,50
134012,Naneola,Ambala,Haryana,suburban,FDH-00370,MST-00370,OLT-00370,True,200
134101,Kalka,Panchkula,Haryana,suburban,FDH-00371,MST-00371,OLT-00371,True,50
134102,Panchkula,Panchkula,Haryana,suburban,FDH-00372,MST-00372,OLT-00372,True,50
134103,Panchkula,Panchkula,Haryana,urban,FDH-00373,MST-00373,OLT-00373,True,1000
134104,Kalka,Panchkula,Haryana,rural,FDH-00374,MST-00374,OLT-00374,True,500
134107,Panchkula,Panchkula,Haryana,urban,FDH-00375,MST-00375,OLT-00375,True,1000
134108,Panchkula,Panchkula,Haryana,urban,FDH-00376,MST-00376,OLT-00376,True,100
134109,Panchkula,Panchkula,Haryana,urban,FDH-00377,MST-00377,OLT-00377,True,200
134111,Ramgarh,Panchkula,Haryana,suburban,FDH-00378,MST-00378,OLT-00378,True,50
134112,Panchkula,Panchkula,Haryana,suburban,FDH-00379,MST-00379,OLT-00379,True,100
134113,Panchkula,Panchkula,Haryana,urban,FDH-00380,MST-00380,OLT-00380,True,1000
134114,Panchkula,Panchkula,Haryana,urban,FDH-00381,MST-00381,OLT-00381,True,500
134115,Sector 12 panchkula,Panchkula,Haryana,suburban,FDH-00382,MST-00382,OLT-00382,True,50
134116,Panchkula,Panchkula,Haryana,urban,FDH-00383,MST-00383,OLT-00383,False,50
134117,Panchkula,Panchkula,Haryana,suburban,FDH-00384,MST-00384,OLT-00384,False,200
134118,Ambala City Ho,Panchkula,Haryana,urban,FDH-00385,MST-00385,OLT-00385,False,100
134201,Naraingarh,Ambala,Haryana,rural,FDH-00386,MST-00386,OLT-00386,False,200
134202,Panchkula,Ambala,Haryana,rural,FDH-00387,MST-00387,OLT-00387,False,50
134203,Panchkula,Ambala,Haryana,rural,FDH-00388,MST-00388,OLT-00388,False,50
134204,Panchkula,Yamunanagar,Haryana,rural,FDH-00389,MST-00389,OLT-00389,False,100
134205,Panchkula,Panchkula,Haryana,urban,FDH-00390,MST-00390,OLT-00390,False,500
135001,Jagadhri,Yamunanagar,Haryana,rural,FDH-00391,MST-00391,OLT-00391,False,50
135002,Ambala,Yamunanagar,Haryana,suburban,FDH-00392,MST-00392,OLT-00392,False,200
135003,Ambala,Yamunanagar,Haryana,suburban,FDH-00393,MST-00393,OLT-00393,False,100
135004,Ambala,Yamunanagar,Haryana,rural,FDH-00394,MST-00394,OLT-00394,True,50
135021,Ambala,Yamunanagar,Haryana,rural,FDH-00395,MST-00395,OLT-00395,False,50
135101,Ambala,Yamunanagar,Haryana,rural,FDH-00396,MST-00396,OLT-00396,False,100
135102,Jagadhri,Yamunanagar,Haryana,rural,FDH-00397,MST-00397,OLT-00397,False,50
135103,Ambala,Yamunanagar,Haryana,suburban,FDH-00398,MST-00398,OLT-00398,True,50
135105,Kharwan,Yamuna Nagar,Haryana,suburban,FDH-00399,MST-00399,OLT-00399,False,200
135106,Yamuna Nagar,Yamunanagar,Haryana,rural,FDH-00400,MST-00400,OLT-00400,False,50
135133,Ambala,Yamunanagar,Haryana,rural,FDH-00401,MST-00401,OLT-00401,False,200
136020,Pundri,Kaithal,Haryana,suburban,FDH-00402,MST-00402,OLT-00402,False,500
136021,Pundri,Kaithal,Haryana,urban,FDH-00403,MST-00403,OLT-00403,True,500
136026,Pundri,Kaithal,Haryana,rural,FDH-00404,MST-00404,OLT-00404,True,200
136027,Kaithal,Kaithal,Haryana,urban,FDH-00405,MST-00405,OLT-00405,True,1000
136030,Pehowa,Kurukshetra,Haryana,rural,FDH-00406,MST-00406,OLT-00406,False,100
136033,Kaithal,Kaithal,Haryana,suburban,FDH-00407,MST-00407,OLT-00407,False,1000
136034,Guhla,Kaithal,Haryana,suburban,FDH-00408,MST-00408,OLT-00408,True,200
136035,Guhla,Kaithal,Haryana,rural,FDH-00409,MST-00409,OLT-00409,False,200
136038,Thanesar,Kurukshetra,Haryana,urban,FDH-00410,MST-00410,OLT-00410,True,200
136042,Pundri,Kaithal,Haryana,suburban,FDH-00411,MST-00411,OLT-00411,True,100
136043,Pundri,Kaithal,Haryana,rural,FDH-00412,MST-00412,OLT-00412,False,100
136044,Rajaund,Kaithal,Haryana,rural,FDH-00413,MST-00413,OLT-00413,True,100
136117,Kalayat,Kaithal,Haryana,rural,FDH-00414,MST-00414,OLT-00414,False,50
136118,Thanesar,Kurukshetra,Haryana,urban,FDH-00415,MST-00415,OLT-00415,True,200
136119,Thanesar,Kurukshetra,Haryana,urban,FDH-00416,MST-00416,OLT-00416,True,1000
136128,Pehowa,Kurukshetra,Haryana,suburban,FDH-00417,MST-00417,OLT-00417,True,50
136129,Pehowa,Kurukshetra,Haryana,rural,FDH-00418,MST-00418,OLT-00418,True,100
136130,Shahbad,Kurukshetra,Haryana,suburban,FDH-00419,MST-00419,OLT-00419,True,200
136131,Thanesar,Kurukshetra,Haryana,urban,FDH-00420,MST-00420,OLT-00420,True,500
136132,Ladwa,Kurukshetra,Haryana,rural,FDH-00421,MST-00421,OLT-00421,False,50
136135,Shahbad\\,Kurukshetra,Haryana,rural,FDH-00422,MST-00422,OLT-00422,False,200
136136,Shahbad,Kurukshetra,Haryana,rural,FDH-00423,MST-00423,OLT-00423,False,50
136156,Babain,Kurukshetra,Haryana,rural,FDH-00424,MST-00424,OLT-00424,False,50
140001,Rupnagar,Rupnagar,Punjab,urban,FDH-00425,MST-00425,OLT-00425,True,100
140101,Rupnagar,Rupnagar,Punjab,urban,FDH-00426,MST-00426,OLT-00426,True,50
140102,Ropar,Rupnagar,Punjab,suburban,FDH-00427,MST-00427,OLT-00427,True,100
140103,Na,Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,suburban,FDH-00428,MST-00428,OLT-00428,True,500
140104,Sahauran,Mohali,Punjab,suburban,FDH-00429,MST-00429,OLT-00429,True,500
140108,Rupnagar,Rupnagar,Punjab,urban,FDH-00430,MST-00430,OLT-00430,True,1000
140109,Khizrabad West,Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,urban,FDH-00431,MST-00431,OLT-00431,True,500
140110,Ropar,Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,suburban,FDH-00432,MST-00432,OLT-00432,True,50
140111,Bela,Rupnagar,Punjab,rural,FDH-00433,MST-00433,OLT-00433,False,200
140112,Ropar,Rupnagar,Punjab,suburban,FDH-00434,MST-00434,OLT-00434,False,1000
140113,Rupnagar,Rupnagar,Punjab,urban,FDH-00435,MST-00435,OLT-00435,True,200
140114,Bharatgarh,Rupnagar,Punjab,rural,FDH-00436,MST-00436,OLT-00436,False,100
140115,Kiratpur Sahib,Rupnagar,Punjab,rural,FDH-00437,MST-00437,OLT-00437,False,50
140116,Anandpur Sahib,Rupnagar,Punjab,rural,FDH-00438,MST-00438,OLT-00438,False,50
140117,Anandpur Sahib,Rupnagar,Punjab,rural,FDH-00439,MST-00439,OLT-00439,False,50
140118,Ropar,Rupnagar,Punjab,suburban,FDH-00440,MST-00440,OLT-00440,False,500
140119,Ropar,Rupnagar,Punjab,rural,FDH-00441,MST-00441,OLT-00441,True,50
140123,Anandpur Sahib,Rupnagar,Punjab,suburban,FDH-00442,MST-00442,OLT-00442,False,200
140124,Anandpur Sahib,Rupnagar,Punjab,rural,FDH-00443,MST-00443,OLT-00443,False,100
140125,Ropar,Rupnagar,Punjab,suburban,FDH-00444,MST-00444,OLT-00444,False,200
140126,Ropar,Rupnagar,Punjab,urban,FDH-00445,MST-00445,OLT-00445,True,500
140133,Bhanupali,Rupnagar,Punjab,suburban,FDH-00446,MST-00446,OLT-00446,False,200
140201,Dera Bassi,Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,rural,FDH-00447,MST-00447,OLT-00447,True,100
140301,Ropar,Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,rural,FDH-00448,MST-00448,OLT-00448,False,50
140306,S.A.S.Nagar (Mohali),Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,rural,FDH-00449,MST-00449,OLT-00449,False,100
140307,S.A.S.Nagar (Mohali),Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,rural,FDH-00450,MST-00450,OLT-00450,False,50
140308,Ropar,Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,urban,FDH-00451,MST-00451,OLT-00451,True,500
140401,Rajpura,Patiala,Punjab,rural,FDH-00452,MST-00452,OLT-00452,False,100
140402,Rajpura,Patiala,Punjab,suburban,FDH-00453,MST-00453,OLT-00453,False,200
140405,Rajpura,Fatehgarh Sahib,Punjab,suburban,FDH-00454,MST-00454,OLT-00454,True,100
140406,Sirhind,Fatehgarh Sahib,Punjab,rural,FDH-00455,MST-00455,OLT-00455,True,50
140407,Fatehgarh Sahib,Fatehgarh Sahib,Punjab,urban,FDH-00456,MST-00456,OLT-00456,True,200
140412,Bassi,Fatehgarh Sahib,Punjab,suburban,FDH-00457,MST-00457,OLT-00457,True,100
140413,Ropar,Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,rural,FDH-00458,MST-00458,OLT-00458,False,100
140417,Rajpura,Patiala,Punjab,rural,FDH-00459,MST-00459,OLT-00459,True,100
140501,Derabassi,Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,rural,FDH-00460,MST-00460,OLT-00460,False,50
140506,Dera Bassi,Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,rural,FDH-00461,MST-00461,OLT-00461,False,100
140507,Derabassi,Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,rural,FDH-00462,MST-00462,OLT-00462,True,200
140601,Na,Patiala,Punjab,rural,FDH-00463,MST-00463,OLT-00463,False,200
140602,Derabassi,Fatehgarh Sahib,Punjab,urban,FDH-00464,MST-00464,OLT-00464,True,200
140603,Rajpura,Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,rural,FDH-00465,MST-00465,OLT-00465,True,50
140604,Dera Bassi,Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,urban,FDH-00466,MST-00466,OLT-00466,True,500
140701,Rajpura,Patiala,Punjab,rural,FDH-00467,MST-00467,OLT-00467,False,50
140702,Patiala,Patiala,Punjab,urban,FDH-00468,MST-00468,OLT-00468,True,1000
140802,Payal,Fatehgarh Sahib,Punjab,suburban,FDH-00469,MST-00469,OLT-00469,False,500
140901,Ropar,Sas Nagar (Sahibzada Ajit Singh Nagar),Punjab,suburban,FDH-00470,MST-00470,OLT-00470,True,200
141001,Ludhiana,Ludhiana,Punjab,urban,FDH-00471,MST-00471,OLT-00471,True,500
141002,Ludhiana,Ludhiana,Punjab,urban,FDH-00472,MST-00472,OLT-00472,True,1000
141003,Ludhiana,Ludhiana,Punjab,urban,FDH-00473,MST-00473,OLT-00473,True,100
141004,Ludhiana,Ludhiana,Punjab,urban,FDH-00474,MST-00474,OLT-00474,True,100
141006,Ludhiana,Ludhiana,Punjab,suburban,FDH-00475,MST-00475,OLT-00475,False,500
141007,Ludhiana,Ludhiana,Punjab,urban,FDH-00476,MST-00476,OLT-00476,True,1000
141008,Ludhiana,Ludhiana,Punjab,urban,FDH-00477,MST-00477,OLT-00477,True,200
141010,Ludhiana,Ludhiana,Punjab,suburban,FDH-00478,MST-00478,OLT-00478,False,500
141012,Ludhiana,Ludhiana,Punjab,urban,FDH-00479,MST-00479,OLT-00479,True,500
141013,Ludhiana,Ludhiana,Punjab,suburban,FDH-00480,MST-00480,OLT-00480,True,200
141014,Ludhiana,Ludhiana,Punjab,urban,FDH-00481,MST-00481,OLT-00481,True,500
141015,Na,Ludhiana,Punjab,rural,FDH-00482,MST-00482,OLT-00482,False,200
141016,Na,Ludhiana,Punjab,rural,FDH-00483,MST-00483,OLT-00483,False,100
141101,Ludhiana (West),Ludhiana,Punjab,urban,FDH-00484,MST-00484,OLT-00484,False,500
141102,Ludhiana,Ludhiana,Punjab,urban,FDH-00485,MST-00485,OLT-00485,True,500
141103,Khanna,Ludhiana,Punjab,urban,FDH-00486,MST-00486,OLT-00486,True,1000
141104,Ludhiana,Ludhiana,Punjab,urban,FDH-00487,MST-00487,OLT-00487,True,500
141105,Raikot,Ludhiana,Punjab,urban,FDH-00488,MST-00488,OLT-00488,True,100
141106,Ludhiana (East),Ludhiana,Punjab,suburban,FDH-00489,MST-00489,OLT-00489,False,100
141107,Ludhiana,Ludhiana,Punjab,suburban,FDH-00490,MST-00490,OLT-00490,True,1000
141108,Ludhiana,Ludhiana,Punjab,urban,FDH-00491,MST-00491,OLT-00491,True,1000
141109,Ludhiana,Ludhiana,Punjab,urban,FDH-00492,MST-00492,OLT-00492,True,200
141110,Ludhiana,Ludhiana,Punjab,urban,FDH-00493,MST-00493,OLT-00493,True,500
141112,Ludhiana,Ludhiana,Punjab,urban,FDH-00494,MST-00494,OLT-00494,False,500
141113,Ludhiana,Ludhiana,Punjab,urban,FDH-00495,MST-00495,OLT-00495,False,1000
141114,Ludhiana,Ludhiana,Punjab,suburban,FDH-00496,MST-00496,OLT-00496,False,50
141115,Ludhiana,Ludhiana,Punjab,urban,FDH-00497,MST-00497,OLT-00497,True,1000
141116,Ludhiana,Ludhiana,Punjab,urban,FDH-00498,MST-00498,OLT-00498,True,500
141117,Payal,Ludhiana,Punjab,rural,FDH-00499,MST-00499,OLT-00499,True,50
141118,Ludhiana,Ludhiana,Punjab,suburban,FDH-00500,MST-00500,OLT-00500,True,500
141119,Ludhiana,Ludhiana,Punjab,urban,FDH-00501,MST-00501,OLT-00501,True,200
141120,Ludhiana,Ludhiana,Punjab,urban,FDH-00502,MST-00502,OLT-00502,True,500
141121,Ludhiana,Ludhiana,Punjab,suburban,FDH-00503,MST-00503,OLT-00503,True,50
141122,Ludhiana,Ludhiana,Punjab,suburban,FDH-00504,MST-00504,OLT-00504,True,50
141123,Ludhiana (East),Ludhiana,Punjab,rural,FDH-00505,MST-00505,OLT-00505,True,50
141124,Ghulal,Ludhiana,Punjab,rural,FDH-00506,MST-00506,OLT-00506,False,50
141125,Ludhiana,Ludhiana,Punjab,urban,FDH-00507,MST-00507,OLT-00507,True,100
141126,Ludhiana,Ludhiana,Punjab,suburban,FDH-00508,MST-00508,OLT-00508,True,200
141127,Ludhiana (East),Ludhiana,Punjab,rural,FDH-00509,MST-00509,OLT-00509,False,100
141201,Ludhiana,Ludhiana,Punjab,urban,FDH-00510,MST-00510,OLT-00510,True,500
141202,Ludhiana,Ludhiana,Punjab,suburban,FDH-00511,MST-00511,OLT-00511,True,50
141203,Ludhiana (East),Ludhiana,Punjab,suburban,FDH-00512,MST-00512,OLT-00512,True,500
141204,Ludhiana,Ludhiana,Punjab,suburban,FDH-00513,MST-00513,OLT-00513,False,500
141205,Ludhiana,Ludhiana,Punjab,urban,FDH-00514,MST-00514,OLT-00514,True,500
141206,Ludhiana (East),Ludhiana,Punjab,suburban,FDH-00515,MST-00515,OLT-00515,True,500
141401,Khanna,Ludhiana,Punjab,rural,FDH-00516,MST-00516,OLT-00516,False,100
141402,A.S.college(khanna),Ludhiana,Punjab,suburban,FDH-00517,MST-00517,OLT-00517,True,500
141411,Khamanoo,Fatehgarh Sahib,Punjab,rural,FDH-00518,MST-00518,OLT-00518,False,50
141412,Ludhiana,Ludhiana,Punjab,urban,FDH-00519,MST-00519,OLT-00519,True,1000
141413,Ludhiana,Ludhiana,Punjab,urban,FDH-00520,MST-00520,OLT-00520,False,500
141414,Ludhiana,Ludhiana,Punjab,urban,FDH-00521,MST-00521,OLT-00521,True,200
141415,Ludhiana,Ludhiana,Punjab,urban,FDH-00522,MST-00522,OLT-00522,True,1000
141416,Ludhiana,Ludhiana,Punjab,urban,FDH-00523,MST-00523,OLT-00523,True,500
141417,Ludhiana,Ludhiana,Punjab,suburban,FDH-00524,MST-00524,OLT-00524,False,500
141418,Ludhiana,Ludhiana,Punjab,urban,FDH-00525,MST-00525,OLT-00525,False,500
141419,Ludhiana,Ludhiana,Punjab,urban,FDH-00526,MST-00526,OLT-00526,False,500
141421,Khamanon,Ludhiana,Punjab,suburban,FDH-00527,MST-00527,OLT-00527,False,50
141422,Jagraon,Ludhiana,Punjab,suburban,FDH-00528,MST-00528,OLT-00528,False,200
141801,Khamanon,Fatehgarh Sahib,Punjab,rural,FDH-00529,MST-00529,OLT-00529,True,200
142001,Moga,Moga,Punjab,urban,FDH-00530,MST-00530,OLT-00530,True,500
142002,Moga,Moga,Punjab,suburban,FDH-00531,MST-00531,OLT-00531,True,50
142003,Moga,Moga,Punjab,suburban,FDH-00532,MST-00532,OLT-00532,True,1000
142011,Moga,Moga,Punjab,urban,FDH-00533,MST-00533,OLT-00533,False,1000
142021,Ludhiana,Ludhiana,Punjab,urban,FDH-00534,MST-00534,OLT-00534,True,500
142022,Ludhiana,Ludhiana,Punjab,suburban,FDH-00535,MST-00535,OLT-00535,True,1000
142023,Ludhiana,Ludhiana,Punjab,urban,FDH-00536,MST-00536,OLT-00536,True,1000
142024,Ludhiana,Ludhiana,Punjab,urban,FDH-00537,MST-00537,OLT-00537,True,1000
142025,Ludhiana,Ludhiana,Punjab,urban,FDH-00538,MST-00538,OLT-00538,True,500
142026,Jagraon,Ludhiana,Punjab,suburban,FDH-00539,MST-00539,OLT-00539,True,1000
142027,Ludhiana (West),Ludhiana,Punjab,rural,FDH-00540,MST-00540,OLT-00540,False,100
142029,Ludhiana,Ludhiana,Punjab,urban,FDH-00541,MST-00541,OLT-00541,True,500
142030,Jagraon,Ludhiana,Punjab,rural,FDH-00542,MST-00542,OLT-00542,True,200
142031,Ludhiana,Ludhiana,Punjab,urban,FDH-00543,MST-00543,OLT-00543,True,500
142032,Ludhiana,Ludhiana,Punjab,urban,FDH-00544,MST-00544,OLT-00544,True,500
142033,Ludhiana,Ludhiana,Punjab,suburban,FDH-00545,MST-00545,OLT-00545,True,1000
142034,Jagraon,Ludhiana,Punjab,rural,FDH-00546,MST-00546,OLT-00546,True,500
142035,Ludhiana,Ludhiana,Punjab,urban,FDH-00547,MST-00547,OLT-00547,True,500
142036,Ludhiana,Ludhiana,Punjab,urban,FDH-00548,MST-00548,OLT-00548,True,1000
142037,Nihal Singh Wala,Moga,Punjab,rural,FDH-00549,MST-00549,OLT-00549,False,50
142038,Bhagha Purana,Moga,Punjab,rural,FDH-00550,MST-00550,OLT-00550,False,500
142039,Nihal Singhwala,Moga,Punjab,suburban,FDH-00551,MST-00551,OLT-00551,False,200
142040,Nihal Singh Wala,Moga,Punjab,suburban,FDH-00552,MST-00552,OLT-00552,True,50
142041,Moga,Moga,Punjab,urban,FDH-00553,MST-00553,OLT-00553,True,1000
142042,Dharamkot,Moga,Punjab,rural,FDH-00554,MST-00554,OLT-00554,False,100
142043,Moga,Moga,Punjab,suburban,FDH-00555,MST-00555,OLT-00555,True,200
142044,Zira,Firozpur,Punjab,rural,FDH-00556,MST-00556,OLT-00556,False,1000
142045,Baghapurana,Moga,Punjab,suburban,FDH-00557,MST-00557,OLT-00557,True,500
142046,Nihal Singh Wala,Moga,Punjab,suburban,FDH-00558,MST-00558,OLT-00558,True,1000
142047,Zira,Firozpur,Punjab,suburban,FDH-00559,MST-00559,OLT-00559,True,200
142048,Moga,Moga,Punjab,urban,FDH-00560,MST-00560,OLT-00560,True,1000
142049,Bhagha Purana,Moga,Punjab,suburban,FDH-00561,MST-00561,OLT-00561,True,1000
142050,Zira,Firozpur,Punjab,rural,FDH-00562,MST-00562,OLT-00562,False,50
142051,Fatehgarh Panjtoor,Moga,Punjab,rural,FDH-00563,MST-00563,OLT-00563,True,50
142052,Firozepur,Firozpur,Punjab,rural,FDH-00564,MST-00564,OLT-00564,False,50
142053,Moga,Moga,Punjab,suburban,FDH-00565,MST-00565,OLT-00565,False,500
142054,Moga,Moga,Punjab,urban,FDH-00566,MST-00566,OLT-00566,True,500
142055,Nihal Singh Wala,Moga,Punjab,rural,FDH-00567,MST-00567,OLT-00567,False,100
142056,Baghapurana,Moga,Punjab,rural,FDH-00568,MST-00568,OLT-00568,True,500
142057,Baghapurana,Moga,Punjab,rural,FDH-00569,MST-00569,OLT-00569,False,200
142058,Moga,Moga,Punjab,suburban,FDH-00570,MST-00570,OLT-00570,False,200
142060,Ferozpeur,Firozpur,Punjab,suburban,FDH-00571,MST-00571,OLT-00571,True,50
143001,Amritsar,Amritsar,Punjab,suburban,FDH-00572,MST-00572,OLT-00572,True,200
143002,Amritsar -I,Amritsar,Punjab,suburban,FDH-00573,MST-00573,OLT-00573,True,200
143003,Jawala Flour mills,Amritsar,Punjab,rural,FDH-00574,MST-00574,OLT-00574,False,50
143004,Khanna Nagar,Amritsar,Punjab,urban,FDH-00575,MST-00575,OLT-00575,True,1000
143005,Amritsar -I,Amritsar,Punjab,suburban,FDH-00576,MST-00576,OLT-00576,True,50
143006,Amritsar -I,Amritsar,Punjab,rural,FDH-00577,MST-00577,OLT-00577,False,100
